Filename,STFMK-20201105-LW19-3455_20201218_165319_004.dat
Motor Spec,L-EF-04, 1760,2.2, 4.7,
Sample Rate,4000
RMS,0.012954,
0.0154654030,
0.0039751776,
0.0011870200,
0.0139018660,
0.0165007599,
0.0076353867,
0.0063905078,
0.0227826945,
0.0167981703,
0.0027585239,
0.0038099675,
0.0137432395,
0.0044600731,
0.0015612523,
0.0069696652,
0.0216197111,
0.0203214232,
0.0167281050,
0.0254646409,
0.0249942020,
0.0112329694,
-0.0101022683,
-0.0046762261,
-0.0076463372,
-0.0090432093,
-0.0075397962,
0.0188746992,
0.0227777921,
0.0198322926,
0.0221772585,
0.0323060378,
0.0197708905,
-0.0053393231,
-0.0086278478,
-0.0008417993,
-0.0167264156,
-0.0147704268,
0.0089662280,
0.0204154998,
0.0025220166,
-0.0006748089,
0.0074552880,
-0.0044829994,
-0.0281818807,
-0.0262123197,
-0.0027691359,
-0.0080000069,
-0.0094392225,
0.0079405513,
0.0169156138,
0.0012928024,
-0.0094505986,
-0.0009338831,
0.0066048256,
-0.0045097303,
-0.0039864643,
0.0155386990,
0.0169655029,
0.0054072859,
0.0094516724,
0.0101690795,
0.0029621893,
-0.0075074909,
-0.0066592223,
-0.0097086076,
-0.0116152242,
-0.0101804640,
-0.0017912786,
-0.0076932642,
-0.0054894546,
0.0046401019,
-0.0077546160,
-0.0189299528,
-0.0084270192,
-0.0061812848,
-0.0259580538,
-0.0227312837,
0.0040468038,
0.0030325232,
-0.0101298513,
0.0110206865,
0.0251886901,
0.0029880446,
-0.0086174272,
0.0114559960,
0.0139180459,
-0.0106014293,
-0.0001982802,
0.0205251612,
0.0090110060,
-0.0030416697,
0.0101304138,
0.0220931210,
0.0017518883,
-0.0113031920,
0.0047427407,
0.0098257717,
-0.0131954923,
-0.0091733746,
0.0114838462,
0.0109711522,
-0.0003090483,
0.0075064404,
0.0162673295,
0.0116680153,
0.0004568126,
0.0130114006,
0.0145176761,
0.0073862025,
0.0043115322,
0.0082405116,
0.0070492881,
0.0117605934,
0.0095563093,
0.0128870048,
0.0146011095,
0.0130718034,
0.0132084377,
0.0196183436,
0.0055324216,
0.0174083579,
0.0038731773,
0.0085603455,
0.0045275488,
0.0113127921,
0.0101735927,
0.0098905638,
0.0087396316,
0.0147235673,
0.0152740953,
0.0040586200,
0.0196915828,
0.0064976467,
0.0064729806,
-0.0076794913,
0.0070053712,
-0.0021897869,
0.0016954127,
0.0009323037,
0.0223025568,
0.0140227759,
0.0111309988,
0.0144554265,
0.0041585225,
-0.0065918565,
-0.0162755381,
-0.0160973780,
-0.0125051476,
-0.0083802035,
-0.0006834263,
0.0186452381,
0.0148382597,
0.0143555449,
0.0082612187,
-0.0032294090,
-0.0076770247,
-0.0174387433,
-0.0112638054,
-0.0017000682,
-0.0076757614,
-0.0073189456,
0.0063607749,
0.0064805108,
-0.0029894754,
-0.0075233611,
-0.0158129837,
-0.0186005719,
-0.0400977544,
-0.0358839370,
-0.0103816958,
-0.0063742045,
-0.0175039638,
-0.0036838546,
-0.0000427475,
-0.0148650818,
-0.0299370084,
-0.0240365230,
-0.0142065519,
-0.0241680052,
-0.0176759567,
0.0022692247,
0.0066210958,
-0.0059721200,
-0.0048489566,
-0.0034555080,
-0.0146541828,
-0.0304516256,
-0.0207109842,
-0.0047170296,
-0.0110896062,
-0.0145365251,
-0.0087274509,
0.0022721277,
-0.0117063252,
-0.0181640144,
-0.0091652721,
-0.0157284569,
-0.0201313943,
-0.0191668384,
-0.0093444409,
-0.0052562039,
-0.0007049288,
0.0001501878,
-0.0035351557,
-0.0007353700,
-0.0021282299,
-0.0002146359,
-0.0157968607,
-0.0071931002,
0.0028747085,
-0.0055224071,
-0.0127921710,
0.0090770256,
0.0144467829,
0.0063675344,
-0.0007593823,
0.0148525033,
0.0147708543,
-0.0137083037,
-0.0104847178,
0.0146713536,
-0.0031978032,
-0.0104249138,
0.0144260088,
0.0185877476,
0.0034145135,
-0.0044288617,
0.0153904632,
0.0136863776,
-0.0145862699,
-0.0071597421,
0.0219383817,
0.0049675200,
-0.0104949027,
0.0144692091,
0.0191026051,
-0.0038471879,
-0.0057209348,
0.0134969279,
0.0189342182,
-0.0024780235,
0.0050526038,
0.0204100236,
0.0078775194,
-0.0018785356,
0.0037685689,
0.0092555312,
0.0066393688,
0.0100879725,
0.0144108022,
0.0172920413,
0.0144750262,
0.0095450208,
0.0065624267,
0.0011107560,
-0.0036249005,
-0.0054440279,
-0.0062942388,
-0.0063235648,
0.0012948348,
0.0020238189,
-0.0059012696,
-0.0017621269,
-0.0009801959,
-0.0122259045,
-0.0126722436,
-0.0354369655,
-0.0331203714,
-0.0196816772,
-0.0202118196,
-0.0106229838,
-0.0096817389,
-0.0212554727,
-0.0082631176,
-0.0066494714,
-0.0133308759,
-0.0240087993,
-0.0162977800,
-0.0080503440,
-0.0127783772,
-0.0141993714,
0.0004917675,
0.0045743380,
-0.0049694953,
-0.0024169090,
0.0022750893,
-0.0129830046,
-0.0257009305,
-0.0233666245,
-0.0215043034,
-0.0251852982,
-0.0205286555,
-0.0049422495,
-0.0043714708,
0.0026052692,
0.0013624248,
-0.0027263036,
-0.0074876444,
-0.0174277630,
-0.0203072131,
