Filename,STFMK-20201105-LW19-1935_20201125_142321_004.dat
Motor Spec,L-CAHU-01R, 1765,11, 21.8,
Sample Rate,4000
RMS,0.010286,
-0.0026118697,
-0.0063468465,
0.0059479545,
-0.0085502807,
-0.0114419917,
-0.0028588763,
-0.0069429097,
-0.0137194004,
-0.0109655485,
-0.0143624544,
-0.0095366882,
-0.0060918760,
-0.0038656404,
-0.0100066047,
-0.0099307625,
0.0009013742,
-0.0105890427,
-0.0144026065,
-0.0099614784,
-0.0117654018,
-0.0105151441,
-0.0073970743,
-0.0128819654,
-0.0042582797,
0.0016430516,
-0.0085232975,
-0.0076954132,
-0.0005332269,
-0.0108987736,
-0.0093296506,
-0.0043473379,
-0.0123130213,
-0.0048289383,
0.0111731291,
-0.0002628276,
-0.0005097332,
0.0071498081,
0.0017299869,
-0.0056398343,
-0.0029179249,
-0.0086372215,
-0.0063665938,
-0.0003480244,
0.0015601992,
-0.0009698836,
0.0049324594,
0.0022666424,
0.0020174119,
0.0059454381,
0.0003109051,
-0.0057948572,
0.0008900057,
0.0040452527,
-0.0003933130,
-0.0004398149,
0.0090619633,
0.0097853448,
0.0182584524,
0.0091285268,
0.0000067247,
0.0150471134,
0.0189371016,
-0.0018004274,
0.0098689636,
0.0143787581,
0.0015920750,
0.0133529715,
0.0138999512,
0.0018012975,
0.0183430742,
0.0164803658,
0.0078046862,
0.0149001032,
0.0186738968,
0.0121140163,
0.0159640536,
0.0089316471,
0.0095542036,
0.0127848946,
0.0209373068,
0.0099627823,
0.0081641348,
0.0194145702,
0.0144699980,
0.0106378002,
0.0123261614,
0.0056525483,
0.0079554031,
0.0149667868,
0.0085106213,
0.0110966992,
0.0161143225,
0.0123315202,
0.0089678513,
0.0154317077,
0.0087636095,
-0.0017782743,
0.0114197759,
0.0094666220,
-0.0084315874,
0.0121757621,
0.0102226138,
-0.0021782124,
0.0079701301,
0.0004701100,
-0.0156019581,
0.0000133247,
-0.0061572492,
-0.0207366794,
-0.0092121139,
-0.0014924469,
-0.0179136824,
-0.0068716966,
-0.0067622308,
-0.0116800563,
-0.0064716088,
-0.0072451634,
-0.0235300325,
-0.0108306147,
-0.0101187825,
-0.0235267188,
-0.0143423872,
-0.0117332153,
-0.0178756956,
-0.0029635564,
-0.0044322000,
-0.0246583596,
-0.0095108859,
-0.0067207376,
-0.0229681507,
-0.0092982911,
-0.0094553912,
-0.0203441810,
0.0003527070,
0.0001635335,
-0.0133521948,
-0.0051971953,
-0.0045950417,
-0.0107176825,
-0.0089627374,
-0.0106390957,
-0.0127601754,
-0.0064506745,
-0.0001891721,
-0.0019617232,
-0.0027819984,
0.0068960432,
0.0061050947,
0.0008813798,
0.0062606134,
-0.0017099436,
0.0022955483,
0.0077018561,
0.0042697396,
-0.0002409598,
0.0123777902,
0.0115303360,
0.0146881025,
0.0133890994,
0.0104044415,
0.0073466972,
0.0169258788,
0.0036279531,
-0.0074482202,
0.0102123450,
0.0111331772,
0.0015804002,
0.0170941930,
0.0102284681,
0.0097674727,
0.0152384415,
0.0061685056,
-0.0045915754,
0.0058253054,
0.0023666970,
-0.0044696140,
-0.0041803243,
0.0024586243,
0.0009538294,
-0.0002541634,
0.0023334695,
-0.0034275805,
0.0013166927,
0.0044775689,
-0.0041833618,
-0.0033359076,
-0.0011112535,
-0.0072959089,
-0.0033169284,
-0.0003248866,
-0.0098789819,
-0.0045093191,
-0.0026044771,
-0.0103353355,
-0.0090325689,
-0.0054958006,
-0.0191822331,
-0.0054756016,
0.0004368224,
-0.0219547972,
-0.0174948610,
0.0027909703,
-0.0104603823,
-0.0109309945,
-0.0100938464,
-0.0190116614,
-0.0117732212,
-0.0115521820,
-0.0189119130,
-0.0143292584,
-0.0053332783,
-0.0054206047,
-0.0087849265,
-0.0031120351,
-0.0007482243,
-0.0071594128,
-0.0042655505,
-0.0105964243,
-0.0115640853,
-0.0061278255,
-0.0014717960,
-0.0104757473,
-0.0049957377,
-0.0005017300,
0.0012861933,
0.0021874986,
0.0011874120,
-0.0111564863,
0.0006513982,
0.0040123789,
-0.0152460337,
-0.0020254259,
0.0089555895,
-0.0061557535,
0.0090893749,
0.0113125974,
-0.0030238007,
0.0034946657,
0.0078021339,
-0.0083846059,
-0.0044277357,
-0.0022543794,
-0.0093578873,
-0.0006545992,
0.0121258814,
-0.0039994270,
0.0017857971,
0.0173554830,
0.0085368017,
0.0030699009,
0.0122563085,
0.0019219385,
0.0083361445,
0.0152683258,
-0.0035260394,
0.0088112047,
0.0165049247,
0.0022280870,
0.0059230207,
0.0155703453,
0.0009670369,
0.0060223485,
0.0149708837,
-0.0041975277,
0.0068750484,
0.0205016844,
0.0028350318,
0.0030576568,
0.0162236243,
0.0040507405,
0.0083253775,
0.0152688427,
-0.0010805468,
0.0037202793,
0.0102518974,
0.0064870901,
0.0021473169,
0.0070605949,
0.0111976415,
0.0100189252,
0.0122754853,
0.0102769509,
0.0053899107,
0.0103642344,
0.0135394726,
0.0054077595,
0.0030863145,
0.0069052116,
0.0054575405,
0.0121453181,
0.0057885121,
-0.0027885442,
0.0115620578,
0.0168825705,
-0.0083231023,
-0.0057137534,
0.0003197632,
-0.0068705240,
0.0016614654,
0.0038922115,
-0.0104186554,
0.0067336122,
0.0062915348,
-0.0057353922,
-0.0033051395,
-0.0002653300,
-0.0101062972,
-0.0116428165,
-0.0116682230,
-0.0090549830,
-0.0095237214,
-0.0017576443,
-0.0089482386,
-0.0116579467,
0.0001265138,
-0.0073382091,
-0.0119036986,
-0.0089858389,
-0.0152301658,
-0.0110070044,
-0.0037272573,
-0.0089006675,
-0.0084589506,
-0.0015340942,
-0.0041978997,
-0.0091460925,
-0.0002092819,
-0.0114996955,
-0.0163870677,
-0.0031358427,
-0.0084499987,
-0.0150987683,
0.0036946845,
-0.0035486126,
-0.0035969187,
0.0121488599,
-0.0007777830,
-0.0021463390,
0.0103995334,
0.0023815057,
-0.0012787534,
0.0045502009,
0.0088503761,
0.0073294505,
0.0099192075,
0.0097258631,
0.0100880582,
0.0148982499,
0.0209863111,
0.0086407065,
0.0122215524,
0.0217561014,
0.0157010928,
0.0112389512,
0.0164803136,
0.0113716247,
0.0231099203,
0.0206513610,
0.0140190329,
0.0138122104,
0.0223901831,
0.0103689302,
0.0068585523,
0.0116188163,
0.0010569495,
0.0068066884,
0.0215948150,
0.0031315531,
0.0029313480,
0.0232157111,
0.0125935897,
0.0046140659,
0.0122574121,
0.0012823910,
-0.0023527541,
0.0079129348,
-0.0033403477,
-0.0101670064,
0.0052437643,
-0.0018495487,
-0.0068878885,
0.0018498768,
-0.0088376775,
-0.0115265660,
0.0058403839,
-0.0081458269,
-0.0183908567,
-0.0050113467,
-0.0125836618,
-0.0144708883,
-0.0110122859,
-0.0242624972,
-0.0214079935,
-0.0016806491,
-0.0216552429,
-0.0334091708,
-0.0135091748,
-0.0168063696,
-0.0251929555,
-0.0085023362,
-0.0181516353,
-0.0155845918,
-0.0030580820,
-0.0220622886,
-0.0254438333,
-0.0131584248,
-0.0176679585,
-0.0248391666,
-0.0208829641,
-0.0137661714,
-0.0111070555,
-0.0038023070,
-0.0049317484,
-0.0099133365,
-0.0054835966,
-0.0015558293,
-0.0110786082,
-0.0100580845,
-0.0066400454,
-0.0099034896,
-0.0064377952,
-0.0005397205,
-0.0019819355,
0.0039500808,
0.0063822083,
0.0014347811,
0.0039700246,
0.0053819758,
-0.0089479443,
-0.0057155741,
0.0049995841,
-0.0069650197,
-0.0025845869,
0.0168870762,
0.0117263282,
0.0080953473,
0.0126559371,
0.0043530944,
0.0100871073,
0.0155863268,
-0.0014037250,
-0.0021430126,
0.0093067326,
0.0130041279,
0.0112043647,
0.0101009803,
0.0083830291,
0.0099179968,
0.0135691464,
0.0060066376,
-0.0002687054,
0.0114194686,
0.0108855180,
0.0042081103,
0.0041371416,
0.0085815452,
0.0054521156,
0.0096315257,
0.0020406595,
-0.0052713742,
0.0129024815,
0.0075399829,
-0.0070241005,
0.0062920023,
0.0068454486,
-0.0074844463,
0.0106204730,
0.0039129541,
-0.0047668363,
0.0098572858,
0.0043222494,
-0.0020788524,
0.0016460167,
-0.0022294447,
-0.0052840384,
0.0038931717,
0.0023582133,
-0.0088807810,
-0.0008846105,
0.0082877204,
0.0046527381,
0.0017749940,
0.0040517179,
-0.0014202951,
0.0006484098,
0.0007860088,
-0.0097477725,
-0.0078063002,
0.0015201146,
-0.0009970944,
-0.0039867023,
-0.0030854312,
-0.0006733761,
-0.0060241246,
0.0002082157,
-0.0101541588,
-0.0120683862,
0.0063081947,
-0.0055160802,
-0.0176150948,
0.0075379969,
0.0001796945,
-0.0097115748,
0.0035394179,
-0.0053678290,
-0.0090874024,
0.0001847070,
-0.0079890015,
-0.0179403722,
-0.0062341234,
0.0012854796,
-0.0074899751,
0.0011872994,
-0.0013092131,
-0.0135818329,
0.0004704965,
-0.0013316429,
-0.0150046796,
-0.0047210432,
-0.0041811606,
-0.0099841710,
0.0076308446,
0.0015933488,
-0.0083099045,
0.0075430935,
0.0054554506,
-0.0085689342,
0.0052831750,
-0.0005717150,
-0.0101545341,
0.0110785495,
0.0098962802,
-0.0090747382,
0.0144587792,
0.0187597089,
0.0069625536,
0.0090285121,
0.0126599064,
0.0074890237,
0.0174526665,
0.0130280610,
0.0041414485,
0.0138621945,
0.0176315866,
0.0112131517,
0.0161970370,
0.0187462885,
0.0197584257,
0.0156464037,
0.0181762502,
0.0106870774,
0.0131752668,
0.0172233656,
0.0166905392,
0.0098637780,
0.0196347106,
0.0195542835,
0.0201478507,
0.0215678401,
0.0128648486,
0.0104725379,
0.0214379244,
0.0048971288,
-0.0046694023,
0.0149334613,
0.0102709755,
0.0030864219,
0.0138325421,
0.0062474697,
0.0060208412,
0.0135383457,
0.0051463861,
-0.0032228560,
-0.0000446368,
-0.0002528464,
-0.0049224421,
-0.0034861933,
-0.0001225522,
-0.0073195361,
-0.0025668147,
0.0003765335,
-0.0155938230,
-0.0152596934,
-0.0089059668,
-0.0154443653,
-0.0152982948,
-0.0139941946,
-0.0191118643,
-0.0080012782,
-0.0064554978,
-0.0178162903,
-0.0113563892,
-0.0064134207,
-0.0208844170,
-0.0154821016,
-0.0149901286,
-0.0251561571,
-0.0155620724,
-0.0044753193,
-0.0243103392,
-0.0110330051,
0.0002321304,
-0.0160049237,
-0.0097741755,
-0.0088258563,
-0.0169879422,
-0.0113706058,
-0.0077650580,
-0.0151547138,
-0.0127584683,
-0.0053195851,
-0.0064785401,
-0.0029335134,
-0.0005392135,
-0.0022462781,
-0.0044303080,
0.0024421143,
-0.0014033356,
-0.0085214628,
-0.0062768515,
0.0022668752,
0.0027489024,
0.0023559995,
0.0016976752,
0.0022250614,
0.0168086942,
0.0127146579,
-0.0032423481,
0.0095525961,
0.0144587532,
0.0008406598,
0.0076675136,
0.0084754881,
0.0024581691,
0.0171652734,
0.0127448933,
0.0007167407,
0.0123161962,
0.0145485122,
-0.0017700368,
0.0029444480,
0.0074501457,
0.0007463312,
0.0040924866,
0.0124157220,
-0.0047364826,
0.0033908500,
0.0144328279,
-0.0036507056,
0.0021260043,
0.0057919305,
-0.0059612477,
0.0019401073,
0.0038908673,
-0.0159772038,
0.0033391782,
0.0052151447,
-0.0077997185,
0.0008384226,
0.0050640297,
-0.0084282067,
0.0001802772,
0.0030700113,
-0.0145926941,
-0.0084752478,
0.0034902515,
-0.0150891989,
-0.0021983958,
0.0007802557,
-0.0149166267,
-0.0057112589,
0.0040729824,
-0.0139824934,
-0.0133120418,
-0.0065011624,
-0.0081843697,
-0.0089057619,
-0.0096575767,
-0.0070130755,
-0.0032667508,
-0.0001733574,
-0.0073667569,
-0.0172517709,
-0.0070030778,
-0.0087063517,
-0.0147767439,
-0.0110878628,
-0.0079648327,
-0.0063056662,
0.0048095556,
-0.0016889820,
-0.0046716849,
0.0051254588,
0.0027773329,
-0.0104468931,
-0.0039298418,
-0.0048106848,
-0.0102331592,
0.0023627726,
0.0031396262,
-0.0070048654,
0.0063030380,
0.0066468776,
-0.0050347857,
0.0004010105,
-0.0002677949,
-0.0033765335,
-0.0053336094,
0.0008625196,
-0.0043398822,
0.0022724781,
0.0114794904,
0.0037849699,
0.0005983540,
0.0070629008,
-0.0018689841,
-0.0002414050,
0.0000315142,
-0.0072122393,
-0.0026971614,
0.0110668521,
0.0038223998,
0.0059384829,
0.0095516481,
0.0109206568,
0.0103635564,
0.0171192046,
0.0011830126,
0.0061632609,
0.0211461652,
0.0064709573,
0.0008175335,
0.0194296688,
0.0050959419,
0.0080063595,
0.0183778964,
0.0038770272,
0.0091625024,
0.0200308338,
0.0059819543,
0.0080257859,
0.0126584787,
0.0098882895,
0.0085914424,
0.0116488673,
0.0127104623,
0.0073836325,
0.0145428404,
0.0146046747,
0.0053190370,
0.0099698277,
0.0105790291,
0.0066001615,
0.0072703720,
0.0076543642,
0.0067872927,
0.0113086300,
0.0124982093,
0.0073997742,
0.0076459581,
0.0085072508,
0.0016021637,
0.0055295713,
0.0079971673,
-0.0104679484,
-0.0011854612,
0.0154264886,
-0.0063092858,
-0.0061639873,
0.0061356891,
-0.0063542286,
-0.0028221486,
-0.0034506361,
-0.0204831548,
-0.0140128992,
-0.0002585468,
-0.0159560498,
-0.0146459183,
-0.0052036680,
-0.0092902053,
-0.0145445354,
-0.0074226735,
-0.0178393833,
-0.0168872140,
-0.0063679926,
-0.0224080104,
-0.0259602182,
-0.0048546302,
-0.0141483592,
-0.0105099892,
-0.0058808341,
-0.0156380460,
-0.0128849838,
0.0010303186,
-0.0207674652,
-0.0237944797,
-0.0015146071,
-0.0130406311,
-0.0157885868,
-0.0005418721,
-0.0133940559,
-0.0064212712,
0.0030974045,
-0.0132118361,
-0.0115241716,
-0.0010762234,
-0.0080471858,
-0.0097045600,
-0.0012251269,
-0.0024888786,
-0.0046938881,
0.0056638652,
0.0072918413,
-0.0000758912,
0.0061681923,
0.0046996139,
0.0036237785,
0.0060315887,
0.0028277372,
0.0022118348,
0.0102317166,
0.0144841205,
0.0098928111,
0.0152501743,
0.0192539580,
0.0186449401,
0.0183564946,
0.0170085952,
0.0040589045,
0.0124336760,
0.0169306621,
0.0027880920,
0.0098546464,
0.0207478348,
0.0087970588,
0.0118835289,
0.0110447612,
0.0019653265,
0.0110138245,
0.0090622036,
0.0010086899,
-0.0012096876,
0.0057150880,
0.0083818398,
0.0062399539,
0.0029340982,
0.0054254546,
0.0009766162,
0.0092790686,
0.0011381162,
-0.0075535402,
0.0037676729,
-0.0001161957,
-0.0056458656,
0.0010280980,
-0.0078100548,
-0.0025166622,
0.0043958873,
-0.0042874832,
-0.0109123522,
0.0044423025,
-0.0051433197,
-0.0105921505,
-0.0014485749,
-0.0103916973,
-0.0135566955,
0.0054110046,
-0.0081247911,
-0.0196739677,
-0.0042034308,
-0.0082787117,
-0.0148074832,
-0.0117480904,
-0.0163406804,
-0.0118933199,
-0.0042374767,
-0.0108372122,
-0.0142171383,
-0.0018582807,
0.0017241243,
-0.0062621362,
-0.0081132296,
-0.0052747512,
-0.0066370564,
-0.0063349847,
-0.0067311833,
-0.0098184422,
-0.0067953295,
0.0047339443,
-0.0004976979,
-0.0014541839,
0.0036330638,
0.0029805826,
0.0007556337,
0.0032956637,
-0.0109698605,
-0.0065880893,
0.0091720372,
-0.0063653733,
-0.0029706042,
0.0097890934,
-0.0031488696,
-0.0019822991,
0.0097436337,
-0.0025287203,
-0.0073067434,
-0.0042232540,
-0.0035843449,
-0.0095497696,
-0.0002727655,
-0.0033489317,
-0.0014627173,
0.0123341419,
0.0041065696,
-0.0070702680,
0.0102541214,
0.0077088485,
-0.0027731946,
0.0042473581,
-0.0009113963,
-0.0029409891,
0.0113532217,
-0.0032803593,
-0.0051781721,
0.0109888054,
-0.0009682570,
-0.0065464349,
0.0110120829,
-0.0008138939,
-0.0033154604,
0.0114328312,
0.0013694750,
-0.0077617699,
0.0127229886,
0.0068747662,
-0.0026443265,
0.0048662606,
0.0027293791,
-0.0000914466,
0.0087625273,
0.0002472121,
-0.0051189438,
0.0075844740,
0.0073553622,
0.0014756483,
0.0062982021,
0.0119617358,
0.0069122454,
0.0110851452,
0.0115217660,
0.0003623226,
0.0052248449,
0.0100051239,
0.0035029093,
0.0026884323,
0.0060537173,
0.0067251483,
0.0131317368,
0.0100823203,
-0.0035654637,
0.0018895628,
0.0112417508,
-0.0073921634,
-0.0128440363,
0.0013578872,
-0.0014697101,
0.0012080242,
0.0051336810,
-0.0082785962,
-0.0010777093,
0.0060964650,
-0.0054241642,
-0.0112879090,
-0.0087004080,
-0.0090308050,
-0.0105667915,
-0.0067986590,
-0.0032425034,
-0.0091046989,
0.0003549397,
0.0010154299,
-0.0113099543,
-0.0074333511,
-0.0084194504,
-0.0163610689,
-0.0072342851,
-0.0113861868,
-0.0115856146,
0.0023770847,
-0.0021706705,
-0.0082697934,
-0.0011713571,
0.0004344402,
-0.0111558549,
-0.0030636240,
-0.0045665605,
-0.0181276612,
0.0001218503,
0.0059663090,
-0.0119952345,
0.0030059961,
0.0052896463,
-0.0080376742,
0.0064539881,
0.0035792801,
-0.0074938210,
0.0058848271,
0.0111449938,
0.0045702644,
0.0052415021,
0.0092902472,
0.0131635610,
0.0154314693,
0.0152375726,
0.0106074428,
0.0160061773,
0.0202094689,
0.0137884812,
0.0050727604,
0.0148547394,
0.0163552389,
0.0131692309,
0.0159995835,
0.0152218286,
0.0194270369,
0.0245096385,
0.0135288443,
0.0082828961,
0.0194458626,
0.0169723835,
0.0034739762,
0.0159007460,
0.0100650266,
0.0077393698,
0.0196039658,
0.0123838875,
-0.0014264279,
0.0150171407,
0.0108841620,
0.0010588720,
0.0062004337,
0.0028216282,
-0.0088914465,
0.0060317889,
0.0051885280,
-0.0080260430,
-0.0040006330,
0.0051356317,
-0.0063146455,
0.0029674068,
-0.0035234576,
-0.0154412026,
-0.0016682947,
-0.0009890022,
-0.0201195199,
-0.0121082263,
-0.0080697788,
-0.0135437408,
-0.0074272486,
-0.0118031632,
-0.0287753176,
-0.0096072545,
-0.0108856047,
-0.0316078179,
-0.0165817160,
-0.0058098645,
-0.0232780203,
-0.0065343510,
-0.0090853255,
-0.0226153824,
-0.0101013407,
-0.0104816742,
-0.0260495953,
-0.0193958748,
-0.0130164176,
-0.0163904428,
-0.0165184941,
-0.0130825862,
-0.0119007276,
-0.0077460455,
-0.0019272878,
-0.0090912022,
-0.0130660422,
-0.0042521898,
-0.0091916556,
-0.0136277527,
-0.0081157945,
-0.0100672971,
-0.0003191966,
0.0051279655,
-0.0010282844,
-0.0013867706,
0.0045041977,
-0.0001649319,
-0.0072449623,
-0.0020933824,
-0.0089828931,
-0.0110891256,
0.0113787986,
0.0056916010,
0.0010179533,
0.0141621958,
0.0128776496,
0.0087638050,
0.0095521901,
0.0030215480,
0.0006808963,
0.0046683513,
0.0028619727,
-0.0039115204,
0.0079015195,
0.0124362390,
0.0087205702,
0.0057027093,
0.0119154695,
0.0062526115,
0.0107935015,
0.0093018357,
0.0028566779,
0.0039020984,
0.0131061841,
0.0027592825,
0.0037272424,
0.0063360599,
-0.0028555982,
0.0080284141,
0.0113611128,
-0.0066040670,
0.0010617803,
0.0141780833,
-0.0032394724,
0.0022545648,
0.0109383278,
-0.0061304020,
0.0080393078,
0.0098125022,
-0.0087056011,
-0.0012946271,
0.0058532218,
-0.0040956503,
0.0007136440,
-0.0009262460,
-0.0039223870,
-0.0021290635,
0.0048803487,
0.0013886115,
-0.0035674800,
0.0094556846,
0.0058553638,
0.0012533385,
-0.0026188795,
-0.0049937046,
-0.0031456938,
-0.0029528129,
-0.0073766876,
-0.0080678295,
-0.0035867214,
0.0040537296,
-0.0038546042,
-0.0041576587,
-0.0005148723,
-0.0094674844,
-0.0000069485,
-0.0013701216,
-0.0188026205,
0.0019047515,
0.0101655740,
-0.0085235760,
0.0031387133,
0.0092153214,
-0.0041858396,
0.0026346182,
-0.0024729047,
-0.0141829252,
-0.0078064618,
-0.0016820476,
-0.0134486966,
-0.0093578463,
0.0011571472,
-0.0012034423,
-0.0053630266,
0.0048849820,
-0.0105887707,
-0.0066421973,
0.0068128090,
-0.0100884922,
-0.0105221933,
