Filename,STFCB-20200928-0105-0109_20201107_211304_002.dat
Motor Spec,L-CAHU-01R,1750,11,22,
Sample Rate,2000
RMS,16.82893,17.31905,14.53314,
5.0849609375,-23.0625,12.412109375,
10.08984375,-24.6640625,8.6884765625,
14.0537109375,-23.9033203125,4.083984375,
16.736328125,-24.2236328125,1.5615234375,
19.2587890625,-21.78125,-2.962890625,
21.78125,-20.2197265625,-6.6064453125,
22.4619140625,-17.13671875,-9.5693359375,
23.623046875,-13.4130859375,-13.453125,
22.421875,-9.048828125,-15.455078125,
21.6611328125,-5.365234375,-17.4169921875,
19.138671875,-1.041015625,-18.09765625,
17.6171875,3.603515625,-20.01953125,
13.61328125,8.568359375,-20.01953125,
9.2490234375,13.1728515625,-19.4990234375,
6.40625,15.85546875,-18.5380859375,
1.0810546875,18.8583984375,-15.5751953125,
-3.203125,21.1005859375,-13.1328125,
-7.3271484375,23.1025390625,-10.5302734375,
-12.1318359375,24.423828125,-6.7666015625,
-15.53515625,23.302734375,-2.40234375,
-17.9775390625,22.90234375,0.48046875,
-20.2197265625,20.4599609375,4.64453125,
-22.7822265625,18.73828125,8.328125,
-22.7822265625,14.974609375,11.3310546875,
-23.5029296875,11.0107421875,14.89453125,
-22.5419921875,7.52734375,16.49609375,
-21.0205078125,3.1630859375,18.2177734375,
-18.73828125,-1.0009765625,19.0185546875,
-16.6962890625,-5.765625,20.5,
-12.6923828125,-10.6103515625,20.419921875,
-8.2080078125,-14.734375,19.3388671875,
-5.525390625,-16.9765625,18.2177734375,
-0.1201171875,-19.8193359375,15.0546875,
4.0439453125,-22.3818359375,12.97265625,
8.4482421875,-23.623046875,9.4091796875,
12.6923828125,-24.7841796875,6.0859375,
15.8154296875,-23.6630859375,1.9619140625,
18.2578125,-22.7421875,-1.28125,
20.4599609375,-20.3798828125,-5.1650390625,
22.9423828125,-18.5380859375,-8.8486328125,
22.5419921875,-14.2939453125,-11.8515625,
22.90234375,-10.3701171875,-15.0546875,
22.021484375,-7.3671875,-16.255859375,
19.8994140625,-2.2421875,-18.09765625,
17.9375,1.921875,-19.138671875,
14.9345703125,7.046875,-20.1396484375,
11.2109375,11.4912109375,-20.01953125,
6.6865234375,15.3349609375,-18.658203125,
3.603515625,17.45703125,-16.9765625,
-1.76171875,20.33984375,-13.93359375,
-6.1259765625,23.1025390625,-11.8515625,
-10.7705078125,23.462890625,-7.4072265625,
-14.4541015625,24.3037109375,-4.404296875,
-17.216796875,22.90234375,-0.4404296875,
-19.7392578125,21.5009765625,3.3232421875,
-21.6611328125,19.1787109375,7.046875,
-23.9033203125,16.6162109375,11.0107421875,
-23.1025390625,12.01171875,13.8935546875,
-23.142578125,8.1279296875,16.65625,
-21.9013671875,5.1650390625,17.4169921875,
-19.619140625,-0.2802734375,19.2587890625,
-17.45703125,-4.64453125,20.33984375,
-13.5732421875,-9.9296875,20.740234375,
-10.1298828125,-13.8134765625,20.4599609375,
-5.60546875,-17.056640625,18.498046875,
-1.8017578125,-19.2587890625,16.17578125,
3.0029296875,-21.8212890625,13.453125,
7.927734375,-24.6640625,10.8505859375,
12.2119140625,-24.3037109375,6.0859375,
15.6552734375,-24.984375,3.2431640625,
18.017578125,-23.1025390625,-0.6806640625,
20.7001953125,-21.3408203125,-4.64453125,
22.341796875,-18.978515625,-8.0478515625,
23.9833984375,-15.775390625,-11.9716796875,
23.1025390625,-11.4111328125,-14.494140625,
22.662109375,-7.447265625,-16.896484375,
20.900390625,-4.1240234375,-17.45703125,
18.818359375,1.12109375,-19.37890625,
16.095703125,6.0859375,-20.5,
11.5712890625,11.0908203125,-20.099609375,
8.6083984375,14.57421875,-19.8193359375,
3.8837890625,17.4970703125,-17.3369140625,
-0.48046875,19.9794921875,-14.814453125,
-4.6845703125,22.1416015625,-12.3720703125,
-10.0498046875,24.82421875,-9.2490234375,
-13.8134765625,23.8232421875,-4.484375,
-17.13671875,24.2236328125,-1.521484375,
-19.1787109375,22.0615234375,2.40234375,
-21.9013671875,20.33984375,6.40625,
-23.142578125,17.4970703125,9.7294921875,
-24.1435546875,13.4931640625,13.693359375,
-23.54296875,9.689453125,15.935546875,
-22.501953125,5.525390625,17.8974609375,
-20.5,1.76171875,18.5380859375,
-18.578125,-3.0830078125,20.2998046875,
-15.3349609375,-8.5283203125,21.380859375,
-10.4501953125,-13.1328125,20.259765625,
-7.8076171875,-16.2958984375,19.9794921875,
-2.7626953125,-18.8984375,16.9365234375,
1.8818359375,-21.5810546875,14.4140625,
5.765625,-23.462890625,11.8515625,
11.37109375,-25.6650390625,8.2080078125,
14.6142578125,-24.4638671875,3.84375,
17.9375,-24.34375,0.48046875,
19.8193359375,-21.9814453125,-3.36328125,
22.6220703125,-20.2197265625,-7.3271484375,
23.5029296875,-17.0166015625,-10.650390625,
23.8232421875,-12.5322265625,-14.3740234375,
23.4228515625,-9.44921875,-16.095703125,
21.5810546875,-4.5244140625,-17.9775390625,
19.4990234375,-0.48046875,-18.8583984375,
17.376953125,4.2041015625,-20.259765625,
13.7734375,9.9296875,-21.30078125,
8.728515625,14.0537109375,-19.5390625,
5.845703125,17.0966796875,-18.9384765625,
0.6005859375,19.458984375,-15.53515625,
-4.1240234375,22.421875,-13.3330078125,
-8.0478515625,23.703125,-10.169921875,
-13.453125,25.384765625,-6.166015625,
-16.3359375,24.263671875,-2.2822265625,
-19.458984375,23.22265625,1.7216796875,
-21.140625,20.7802734375,5.28515625,
-23.783203125,18.8583984375,9.2490234375,
-24.3037109375,15.0546875,12.65234375,
-23.9833984375,10.169921875,16.095703125,
-23.703125,7.52734375,17.4169921875,
-21.1806640625,2.2421875,19.05859375,
-19.21875,-2.08203125,20.1796875,
-16.5361328125,-6.6865234375,20.900390625,
-12.7724609375,-12.2119140625,21.78125,
-7.767578125,-15.85546875,19.7392578125,
-4.564453125,-18.6181640625,18.4580078125,
0.7607421875,-20.8603515625,14.9345703125,
5.2451171875,-24.0234375,12.9326171875,
9.609375,-24.6640625,8.96875,
14.3740234375,-25.6650390625,5.0849609375,
16.9365234375,-24.7041015625,1.681640625,
19.8994140625,-23.0224609375,-2.6826171875,
21.7412109375,-20.66015625,-6.326171875,
23.86328125,-18.4580078125,-9.9296875,
24.18359375,-14.4140625,-13.3330078125,
23.3828125,-9.5693359375,-16.2158203125,
22.982421875,-6.9267578125,-17.45703125,
20.099609375,-1.3212890625,-18.8984375,
18.41796875,3.0830078125,-20.419921875,
14.654296875,7.9677734375,-20.5,
