Filename,STFCB-20201012-0105-0159_20210113_114104_002.dat
Motor Spec,L-SF-04,1760,2.2,4.7,
Sample Rate,2000
RMS,3.26627,3.63984,3.33027,
-4.564453125,2.162109375,2.0419921875,
-4.404296875,1.4814453125,2.642578125,
-4.244140625,0.6806640625,3.3232421875,
-3.4833984375,-0.3203125,3.4833984375,
-3.1630859375,-1.041015625,3.923828125,
-2.162109375,-2.2021484375,4.00390625,
-1.681640625,-2.8828125,4.1640625,
-0.7607421875,-3.6435546875,4.083984375,
0.0400390625,-4.0439453125,3.68359375,
0.8408203125,-4.3642578125,3.1630859375,
1.5615234375,-4.64453125,2.6826171875,
2.40234375,-4.8447265625,1.9619140625,
2.7626953125,-4.884765625,1.6015625,
3.3232421875,-4.884765625,0.9609375,
3.36328125,-4.2041015625,0.2001953125,
3.68359375,-4.0439453125,-0.48046875,
3.603515625,-3.04296875,-1.521484375,
3.84375,-2.642578125,-2.2021484375,
3.763671875,-1.8818359375,-2.9228515625,
3.5634765625,-1.28125,-3.443359375,
2.962890625,-0.400390625,-3.8037109375,
2.6826171875,0.4404296875,-4.244140625,
1.841796875,1.4814453125,-4.5244140625,
1.44140625,2.2822265625,-4.8447265625,
0.48046875,3.1630859375,-4.724609375,
-0.4404296875,3.6435546875,-4.32421875,
-1.2412109375,4.1240234375,-3.9638671875,
-2.1220703125,4.484375,-3.36328125,
-2.8828125,4.8046875,-2.8427734375,
-3.36328125,4.8046875,-2.2822265625,
-3.923828125,4.724609375,-1.5615234375,
-4.0439453125,4.00390625,-0.640625,
-4.4443359375,3.68359375,0.240234375,
-4.484375,2.5224609375,1.521484375,
-4.64453125,2.08203125,2.162109375,
-4.3642578125,1.201171875,2.8427734375,
-4.00390625,0.3203125,3.36328125,
-3.36328125,-0.640625,3.68359375,
-2.8427734375,-1.6015625,4.00390625,
-1.8818359375,-2.72265625,4.2841796875,
-1.201171875,-3.36328125,4.1640625,
-0.2802734375,-4.083984375,3.9638671875,
0.6806640625,-4.3642578125,3.36328125,
1.361328125,-4.6845703125,2.9228515625,
2.40234375,-4.9248046875,2.0419921875,
3.0029296875,-5.0849609375,1.5615234375,
3.283203125,-4.8447265625,0.9208984375,
3.6435546875,-4.564453125,0.240234375,
3.5634765625,-3.8037109375,-0.6806640625,
3.8037109375,-3.3232421875,-1.4013671875,
3.8037109375,-2.2822265625,-2.5224609375,
3.763671875,-1.8818359375,-2.9228515625,
3.443359375,-1.041015625,-3.5634765625,
2.962890625,-0.3203125,-3.8837890625,
2.40234375,0.560546875,-4.244140625,
1.76171875,1.521484375,-4.4443359375,
1.1611328125,2.482421875,-4.7646484375,
0.4404296875,3.04296875,-4.5244140625,
-0.4404296875,3.68359375,-4.3642578125,
-1.28125,3.9638671875,-3.7236328125,
-1.921875,4.3642578125,-3.4833984375,
-2.8828125,4.6044921875,-2.642578125,
